meanChoice,semChoice,smoothMeanChoice,nullMeanEst,nullSEMEst,wslsMeanEst,wslsSEMEst,rwMeanEst,rwSEMEst,rwckMeanEst,rwckSEMEst,ckMeanEst,ckSEMEst
0.458333333333333,0.0719333732672656,0.458333333333333,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0
0.382978723404255,0.0701955153275794,0.420656028368794,0.5,0,0.5,0,0.546972279047885,0.0277179773913262,0.556099056049,0.0267008961432361,0.552498884733451,0.0244181626542334
0.369565217391304,0.0697172498210215,0.403625758042964,0.5,0,0.5,0,0.507826157027699,0.0221672303794616,0.492022196692908,0.0273921744176801,0.520117710284172,0.0125978331135817
0.808510638297872,0.0568181603648062,0.504846978106691,0.5,0,0.499574830840262,0.00170067663895285,0.548152470693598,0.0297129283391087,0.524393725341868,0.0359941617680741,0.517526093179301,0.028130788535119
0.469387755102041,0.0720333965460795,0.497755133505761,0.5,0,0.49616290484794,0.0342885475613979,0.549253943961807,0.0414803313648974,0.520810421330738,0.0493127434135042,0.522842685076493,0.0337120631505658
0.595744680851064,0.0708646964772946,0.514086724729978,0.5,0,0.496290857215517,0.0350724078612238,0.559276524176591,0.0380529962394282,0.525031491411662,0.0465452014317332,0.519001296257946,0.0360395649562193
0.73469387755102,0.0637244693714122,0.560146815432926,0.5,0,0.528426738383488,0.0210523804122684,0.605107450824654,0.0266366035975844,0.565515108635483,0.0357331178564443,0.534847999885658,0.0318953311323721
0.857142857142857,0.0505076272276105,0.639174171056026,0.5,0,0.563526703023744,0.0175702638512392,0.642115292991207,0.0249743064629313,0.594625162375353,0.0339957621278525,0.532996477114635,0.0334728651802344
0.571428571428571,0.0714285714285714,0.672818063395571,0.5,0,0.574319026440633,0.0345574912814898,0.677899445207221,0.0403552870246939,0.629209596838669,0.0522320285703192,0.549842998698231,0.038756974783074
0.877551020408163,0.0473143800790597,0.684324793747286,0.5,0,0.601820405309817,0.0269437189214018,0.703294388837319,0.0289430327519805,0.661424189762008,0.0380143133620164,0.57194792562359,0.032938374944393
0.6875,0.0669167764598381,0.720676834563613,0.5,0,0.642187206997332,0.0151508779896774,0.741563830885439,0.0322305371978629,0.700937670043006,0.0422393908459959,0.582197720540025,0.037133367233492
0.872340425531915,0.0481883070254627,0.766776125343754,0.5,0,0.672321029183524,0.0249693257732783,0.768192357864775,0.027895026306576,0.732692512763769,0.0377818723029187,0.604501456861349,0.0343383873002337
0.791666666666667,0.0586305827265797,0.776271590196362,0.5,0,0.673900541979015,0.0205957739150743,0.777328094869126,0.0270903284761704,0.739313585819546,0.0395558857791157,0.60716954985006,0.0390245002501658
0.854166666666667,0.0509534225196309,0.77577555845033,0.5,0,0.662351763390085,0.0294207769085585,0.776059841640066,0.0270221961177881,0.741653920590777,0.0343073741886631,0.625728732457827,0.0345510997922149
0.8125,0.0563489685150833,0.815954129878902,0.5,0,0.679058074213354,0.0267290988141355,0.801289608299277,0.0307937320220064,0.775557951474781,0.0386923075100235,0.642611122410785,0.035897698646823
0.760869565217391,0.061609424498412,0.79650722068044,0.5,0,0.653111451778267,0.0357821703472483,0.801906639246066,0.0285687253205428,0.769096142380897,0.0408175225429703,0.639282291900986,0.0403447960302582
0.775510204081633,0.0602242558150536,0.811175588027379,0.5,0,0.600371832230828,0.0332612046232618,0.803466058115935,0.0307204189764675,0.771846644327476,0.040952726539874,0.646400937074989,0.0377994284894903
