Subjects,alpha_rw,beta_rw,alpha_rwck_rw,beta_rwck_rw,alpha_rwck_ck,beta_rwck_ck,alpha_ck,beta_ck,epsilon,b
41,0.19996315921236,7.73550124894359,0.375542507359635,4.19990385170586,0.0561165376054944,2.04875074703685,0.0961326916106739,3.47947575021899,0.483518140858954,0.5
42,0.329141972886689,3.35750802548618,0.427617891591422,3.24081454735039,0.599335673020125,2.61217366448989,0.80804732237623,2.3402079385154,0.434786945206653,0.5
43,0.232883189503541,12.7285989074155,0.385310923916621,7.18681666602094,0.0251125333757169,4.65000327055698,0.105780541513773,4.27671719546945,0.456522762248728,0.5
44,0.100691747447541,400,0,31.4837049769873,1,31.7117888310273,1,25.5919778300664,0.466666927291855,0.5
45,0.0959093444891656,35.210382146636,0.125618919860149,49.8815860902603,1,3.46197915333152,0.234532852165344,5.9615702846457,0.4565189118831,0.5
46,0.462744042984672,1.61508349384553,0.481218139349926,1.58959128460233,0.440619990479615,1.11924957409548,0.0223814493878361,4.41150982435512,0.786520064142297,0.5
47,0.176126903729039,10.9117041935632,0.294270191525453,4.56947689021217,0.000292597054214004,250,0.103751383592164,4.49501089437929,0.733333720885365,0.5
48,0.128200195073765,400,0.849350124169972,6.20426313900397,1,23.7259030798528,1,23.156776910595,0.4347829878857,0.5
49,0.00435448148280402,400,0.00412496887516639,400,0.000281209698535363,239.751633865118,0.0033224378071908,250,0.413043840124152,0.5
50,0.127434508694729,18.839649313676,0.155012018543128,15.6209058955569,0.000135181096668654,250,0.294635958272604,4.16775857302587,0.493149558746296,0.5
51,0.283072427821314,5.62058514919955,0.335465242714922,4.73073880271823,8.03312013359494e-05,250,0.000368994248741713,250,0.50549464480793,0.5
52,0.315143147419035,5.9609247076361,0.315143065258656,5.96089004625578,0,0.436701750983056,0.00953064548361441,8.78786805944742,0.51111038676997,0.5
53,0.0106596063758217,13.7193963419163,0.0126581016163129,10.7031040980672,0.0441783633594185,0.621326450495099,0.0202875702495501,7.49714653803165,0.804347665922362,0.5
54,0.0768366379800562,14.5839433787449,0.290198242721565,3.06095124677952,0.0863850942868452,4.94298836132304,0.0816885976780552,6.46943187256182,0.505495048204332,0.5
55,0.00178118925817416,400,0.0016459365525865,374.874965156569,0.000911194905566275,250,0.00121520902120445,250,0.644443763536132,0.5
57,0.995558549670338,2.86043764217718,1,2.62042765387841,0.000159406214710629,250,0.015191365376136,10.1263290586736,0.57777812211942,0.5
58,1,1.73190820273176,1,2.16664395140393,0.278795920248604,3.15762366626951,0.522501381490001,1.56185577409816,0.586956555517885,0.5
59,0.639243255594714,3.74126648248072,0.670748365921742,4.20526565285289,0.760364277091952,2.44533852432204,0.259011579931973,1.81333596525203,0.560975069627033,0.5
60,0.112835120839085,269.483904887234,1.11022302462516e-16,4.67911278240368,1,21.6551006790013,1,26.7713966941668,0.37362184128721,0.5
