meanChoice,semChoice,smoothMeanChoice,nullMeanEst,nullSEMEst,wslsMeanEst,wslsSEMEst,rwMeanEst,rwSEMEst,rwckMeanEst,rwckSEMEst,ckMeanEst,ckSEMEst
0.458333333333333,0.0719333732672656,0.458333333333333,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0
0.382978723404255,0.0701955153275794,0.403625758042964,0.5,0,0.5,0,0.507826157027699,0.0277179773913262,0.492022196692908,0.0267008961432361,0.520117710284172,0.0244181626542334
0.369565217391304,0.0697172498210215,0.497755133505761,0.5,0,0.49616290484794,0,0.549253943961807,0.0221672303794616,0.520810421330738,0.0273921744176801,0.522842685076493,0.0125978331135817
0.808510638297872,0.0568181603648062,0.525237403009307,0.5,0,0.49554902865862,0.00170067663895285,0.571131829011909,0.0297129283391087,0.530037789693994,0.0359941617680741,0.522801555509535,0.028130788535119
0.469387755102041,0.0720333965460795,0.59558043383866,0.5,0,0.534112086060186,0.0342885475613979,0.607340029370431,0.0414803313648974,0.55617850794298,0.0493127434135042,0.52081804596941,0.0337120631505658
0.595744680851064,0.0708646964772946,0.693095961788971,0.5,0,0.576232043628493,0.0350724078612238,0.684631568991983,0.0380529962394282,0.640776499254278,0.0465452014317332,0.548524700260439,0.0360395649562193
0.73469387755102,0.0637244693714122,0.645679548415111,0.5,0,0.589522967056551,0.0210523804122684,0.679653051910406,0.0266366035975844,0.630749853948653,0.0357331178564443,0.55786135006494,0.0318953311323721
0.857142857142857,0.0505076272276105,0.727312201476335,0.5,0,0.62568144619605,0.0175702638512392,0.733221299197854,0.0249743064629313,0.692413586657167,0.0339957621278525,0.577515700215256,0.0334728651802344
0.571428571428571,0.0714285714285714,0.745663265306122,0.5,0,0.671238524586118,0.0345574912814898,0.767998712012424,0.0403552870246939,0.731897835688351,0.0522320285703192,0.598678394214988,0.038756974783074
0.877551020408163,0.0473143800790597,0.773192574902301,0.5,0,0.668222177618662,0.0269437189214018,0.766833717460054,0.0289430327519805,0.730650674647937,0.0380143133620164,0.606385703880364,0.032938374944393
0.6875,0.0669167764598381,0.760097336807063,0.5,0,0.666560692806511,0.0151508779896774,0.769595391623935,0.0322305371978629,0.729804616076013,0.0422393908459959,0.60982573325192,0.037133367233492
0.872340425531915,0.0481883070254627,0.816644955854682,0.5,0,0.681871327967835,0.0249693257732783,0.802424044711396,0.027895026306576,0.775709687756809,0.0377818723029187,0.639587580771955,0.0343383873002337
0.791666666666667,0.0586305827265797,0.80363475177305,0.5,0,0.682208169740795,0.0205957739150743,0.797247315264755,0.0270903284761704,0.767710368003981,0.0395558857791157,0.642657186209573,0.0390245002501658
0.854166666666667,0.0509534225196309,0.818308664816528,0.5,0,0.638790539933172,0.0294207769085585,0.805632669230607,0.0270221961177881,0.774203753462636,0.0343073741886631,0.646017185848409,0.0345510997922149
0.8125,0.0563489685150833,0.798942620526471,0.5,0,0.584899488242883,0.0267290988141355,0.810327152313815,0.0307937320220064,0.778882793564798,0.0386923075100235,0.648957770471355,0.035897698646823
0.760869565217391,0.061609424498412,0.798056095703776,0.5,0,0.575089441021437,0.0357821703472483,0.811123912385408,0.0285687253205428,0.783753896595017,0.0408175225429703,0.670892648590476,0.0403447960302582
0.775510204081633,0.0602242558150536,0.777222762370443,0.5,0,0.581728666953773,0.0332612046232618,0.818087314160355,0.0307204189764675,0.784463182871408,0.040952726539874,0.66137905990652,0.0377994284894903
0.787234042553192,0.0590982984902429,0.774722762370443,0.5,0,0.567276500500628,0.0274826809832965,0.808852791346352,0.0292089310509514,0.781960016465529,0.0408604092091895,0.678540541257533,0.0356963114737164
0.75,0.062513567784812,0.776715515993631,0.5,0,0.600251135988312,0.0254395769965659,0.80917613581702,0.0273998044526775,0.785862020846377,0.0404678436834821,0.701934879225332,0.0415897058016194
0.8,0.0577885596397065,0.800780141843972,0.5,0,0.650167017618071,0.0328091002563389,0.809012429652965,0.0332782469245243,0.793020416062245,0.0398071826996667,0.722775793113207,0.0335581719854374
0.770833333333333,0.060677770770542,0.801666666666667,0.5,0,0.600386738573447,0.0257224909657323,0.806858942738463,0.0301914382667021,0.793576604291439,0.0396554547041761,0.725452142551858,0.0382308298924973
0.895833333333333,0.0441013254555119,0.818333333333333,0.5,0,0.568219303242016,0.0272386086505206,0.80431269400849,0.0332974322943079,0.790432797106382,0.0388272015306901,0.730233387974746,0.0333920835651734
0.791666666666667,0.0586305827265797,0.790248226950355,0.5,0,0.539020844027705,0.0330293263373945,0.813869729570136,0.0315031130190773,0.789484794223905,0.0391203287983208,0.723582923105628,0.0328624654998838
0.833333333333333,0.0538031126539078,0.791183601100015,0.5,0,0.545710987388266,0.0357447202208967,0.818600468871785,0.0286364631648438,0.797881238649229,0.0407507537642825,0.730935673026271,0.0401279655162199
0.659574468085106,0.0684250232140725,0.787016934433348,0.5,0,0.558490769749786,0.0349639320317961,0.833996510678943,0.0298589729487846,0.812755693187293,0.0402079412275286,0.737302830686054,0.0382259714392404
0.775510204081633,0.0602242558150536,0.791948907222463,0.5,0,0.61555689224687,0.019947596295217,0.836839939432891,0.0270256938136964,0.815430144033937,0.0330933567981973,0.741259213624937,0.0361240872178204
0.875,0.0477455260559423,0.804005644811116,0.5,0,0.645151765642457,0.0153814449828962,0.846472919684545,0.0271379725893544,0.837443502531443,0.0314432485942337,0.767587967176388,0.0306791749060252
0.816326530612245,0.0558900568882823,0.82311115935736,0.5,0,0.667513607962405,0.0230671228414895,0.848509997943334,0.0283856738074086,0.842188377855541,0.0358838771260647,0.770695954848347,0.033316586822147
