meanChoice,smoothMeanChoice,nullMeanEst,nullSEMEst,wslsMeanEst,wslsSEMEst,rwMeanEst,rwSEMEst,rwckMeanEst,rwckSEMEst,ckMeanEst,ckSEMEst
0.895833333333333,0.796568485550249,0.5,0,0.609852233022889,0.0272386082100874,0.806282229089591,0.0332973352519279,0.787732988557107,0.0388656084538775,0.710353968068936,0.0333955212257823
0.791666666666667,0.799261229314421,0.5,0,0.609195972988543,0.0330293265737816,0.81134614221631,0.0315027718060035,0.796086611956516,0.0391511973136638,0.724658038641371,0.032866753898321
0.833333333333333,0.806944444444444,0.5,0,0.585933294933465,0.0357447204560751,0.810793491385527,0.0286368815132039,0.793104764980803,0.0407804261056251,0.718126782655595,0.0401315830381877
0.659574468085106,0.791873522458629,0.5,0,0.547972532473255,0.0349639321691856,0.803131687513934,0.0298594244786115,0.78533335524484,0.0402361458944331,0.726894665484762,0.0382300345273972
0.775510204081633,0.787791889805568,0.5,0,0.566842662403211,0.019947597208371,0.819969295964665,0.0270264483408481,0.797869678371535,0.0331078731614267,0.732328230597089,0.0361281857216017
0.875,0.805153000916679,0.5,0,0.57505192541813,0.0153814443971364,0.82696524089524,0.0271380452830657,0.810282923280791,0.0314542946329329,0.739825024426491,0.0306835564745022
0.816326530612245,0.791901867129831,0.5,0,0.580354198634935,0.0230671227191941,0.834534975868096,0.028385709029865,0.814743076970672,0.0358883710625832,0.740058532691817,0.0333214984661308
0.893617021276596,0.808893592898152,0.5,0,0.623237482880171,0.026680422485722,0.843803937267498,0.0261635692968968,0.829510310917603,0.0242635845541939,0.753239244305847,0.0290270677288444
0.755102040816326,0.795855044145318,0.5,0,0.630717786037251,0.0347873865157346,0.83996167768859,0.0345688995462644,0.8282130654837,0.0421647072487028,0.760612884102365,0.0381184616695393
0.918367346938776,0.838987190620929,0.5,0,0.66564942995238,0.0277927716187641,0.855383303798459,0.021647139060025,0.849936571521911,0.0269368198241347,0.771780815937069,0.0326194229890576
0.914893617021277,0.862217759444203,0.5,0,0.662122171930033,0.023858386959484,0.857542977478147,0.0281202150062023,0.851479754833308,0.0354049509915777,0.772192352305682,0.0365071330382823
0.958333333333333,0.876106648333092,0.5,0,0.658936867471686,0.0206411462338668,0.863027980911633,0.0232989403261545,0.860613292227495,0.0193939789416181,0.78099659577621,0.0268571506521893
0.895833333333333,0.88935778211994,0.5,0,0.660929456142942,0.0208477840250625,0.871786040070152,0.0264568236926799,0.87022261127213,0.0337798951119453,0.787736698772427,0.0356622729615914
0.916666666666667,0.893199389684952,0.5,0,0.669956341882258,0.0170549754024527,0.877867821988141,0.0176959566894852,0.872712009853043,0.0239526227664418,0.786272520178944,0.0314305276762361
0.854166666666667,0.909710160660009,0.5,0,0.694330461475835,0.0201946947545775,0.891588857790168,0.0231512725595973,0.887285103227268,0.0338168242598263,0.791781600682904,0.0374692342285679
0.872340425531915,0.902039007092199,0.5,0,0.701780793943682,0.0203058218109818,0.894484696413311,0.0220128621109972,0.893258346644522,0.0207543881196623,0.804625871920409,0.0262374699721619
0.857142857142857,0.892413880445795,0.5,0,0.705984803892406,0.0190451720391323,0.900681630823899,0.023474643667375,0.899756780750851,0.0320032823436329,0.809110258837228,0.0355064517346745
0.893617021276596,0.881627828436339,0.5,0,0.681432864017983,0.0348968377363743,0.895005565271809,0.0265475173795162,0.890667966980213,0.0292994718297166,0.806726129055785,0.029855580166575
0.833333333333333,0.871211161769672,0.5,0,0.669290151261295,0.0305960833195525,0.892314001454891,0.0250178247796741,0.884397896368504,0.0352005450537021,0.802787857253744,0.0368915042434808
0.893617021276596,0.86736955420466,0.5,0,0.632836105166819,0.0357966194125229,0.891562824356903,0.0206708929102497,0.885290349533014,0.0222271714728405,0.811268098139998,0.0268347925985895
0.897959183673469,0.874668307039128,0.5,0,0.622906942361911,0.0290213587308795,0.891887501925802,0.0220923873375721,0.886047593089444,0.0314083321704055,0.820921136941592,0.0345616645074196
0.869565217391304,0.874205772349026,0.5,0,0.623112607997398,0.0204080955839343,0.889303517361221,0.026520432274297,0.879188528176252,0.0335822743173663,0.816955692292546,0.0309106474740972
0.816326530612245,0.867403051260591,0.5,0,0.615267433063095,0.0269898914496061,0.885462072866047,0.0257697965383589,0.87344437655683,0.0355913666808514,0.812983125966923,0.0362017161374321
0.857142857142857,0.861324023904967,0.5,0,0.635077112622371,0.0254840877909485,0.890613591076785,0.0265377233024566,0.877858345952161,0.0306628080585328,0.820511132433437,0.0259938846235909
0.826086956521739,0.860116294436368,0.5,0,0.643466934052156,0.0242917637732076,0.889240343946967,0.0255780074731302,0.877017454650466,0.0364338475681401,0.828168789843257,0.0356451530977359
0.854166666666667,0.853541235334714,0.5,0,0.643606216466769,0.0357978375844246,0.872300725020533,0.0355254329326539,0.854328492958636,0.0422656081813686,0.817307983185173,0.0357801674088947
0.872340425531915,0.849271442311121,0.5,0,0.646595994112194,0.0265751855735025,0.871586036507684,0.0255967610419397,0.853532879793369,0.0338930335546664,0.819888114737974,0.031132318229006
0.8125,0.839760572745904,0.5,0,0.592006129756576,0.0308969736420604,0.861773697973696,0.027611437184531,0.842851148797475,0.0336658823102983,0.820685703749269,0.0313554950424073
0.787234042553192,0.834911824736062,0.5,0,0.562655867184249,0.0354572288423128,0.85530031239514,0.0245572807522065,0.836046058182609,0.0341638214268371,0.822142324626527,0.0359984584833137
0.851063829787234,0.833898653510124,0.5,0,0.526213559025537,0.0347872906047438,0.848678637122208,0.0269923911597761,0.827663033299456,0.0346200635128766,0.817261476178232,0.0327274651597319
0.791666666666667,0.828161938534279,0.5,0,0.50859816653635,0.0341947734389971,0.842227929610025,0.0282360862318573,0.828468100585952,0.0283320486964038,0.826687294936713,0.0265192613084867
0.73469387755102,0.808249807015005,0.5,0,0.499997890939146,0.0349503189295166,0.846283115266327,0.0295519889111116,0.835021588180517,0.036203944119593,0.834490979566641,0.0335141252866759
0.775510204081633,0.792111436773291,0.5,0,0.457439483222816,0.0332339814316244,0.835936082345669,0.0263612040394576,0.830818873243887,0.0263066833732888,0.841017544763921,0.0267618320784363
0.75,0.781694770106624,0.5,0,0.489359110336037,0.0344986396274177,0.829425398361076,0.0328018688924333,0.822343741604683,0.0404282901901591,0.835459273738444,0.0348210911446325
0.836734693877551,0.789944878660684,0.5,0,0.471184578299521,0.0311518316474404,0.813141194526998,0.0393362366363595,0.810327904898333,0.0420234385820065,0.843853816508802,0.030204474709384
0.8125,0.783517573696145,0.5,0,0.494354973819097,0.0330952213292447,0.810884335799106,0.0296558424869215,0.811982224854484,0.0295407575342782,0.850044965227379,0.0253678727282635
0.857142857142857,0.794430272108844,0.5,0,0.492298073705201,0.0346967196105572,0.809457728065414,0.0307715395283034,0.806514046078007,0.0356754767440794,0.842934489678152,0.0341228550797079
0.73469387755102,0.794430272108844,0.5,0,0.528036047493876,0.0272635675507234,0.803550294144594,0.0295473984705474,0.801152734103308,0.0354605294363662,0.837668952859719,0.0341261177750092
0.916666666666667,0.817956349206349,0.5,0,0.577642630056397,0.0200560960577619,0.806303061478662,0.0269890348837713,0.801031943714647,0.0298177954630411,0.833012848103932,0.0292956881996653
0.8125,0.828373015873016,0.5,0,0.589483098795013,0.0293532791006088,0.807187414232457,0.0401050867257049,0.809982738567674,0.039072050500711,0.84616291235428,0.0238967570165686
0.8125,0.824333900226757,0.5,0,0.609097044835716,0.035779679292544,0.815764461062131,0.0337069272456835,0.818410790863924,0.0365957178476372,0.844553847441383,0.0331026752666736
0.877551020408163,0.835175736961451,0.5,0,0.587740711117357,0.0354695128683463,0.812825500112505,0.0291679421517838,0.813676946400526,0.0330887746705355,0.833550087729592,0.0333128604036636
0.891304347826087,0.84086931874199,0.5,0,0.583376646591432,0.0349389479421414,0.815794392740184,0.0318225535134844,0.819863034325337,0.0334886266468469,0.836811804688946,0.0279059800070791
0.847826086956522,0.85972468697624,0.5,0,0.590623619431737,0.0203148888903738,0.827975061932901,0.0277425825422931,0.832478485288329,0.0321818175356392,0.840575362413307,0.033373270717896
0.816326530612245,0.843001330967169,0.5,0,0.588876322156029,0.0221291826344123,0.822536709777068,0.0380497107982663,0.830265919188744,0.0379341370459416,0.846724082137603,0.0239308808992165
0.872340425531915,0.852974735222489,0.5,0,0.562960783747589,0.0353075606017312,0.823835920288363,0.0311595952729247,0.83113498955803,0.0332032401724295,0.842813052059617,0.0269150339236551
0.816326530612245,0.853612490324529,0.5,0,0.596183054598746,0.0221570177276932,0.835299138907009,0.0242363692240014,0.842913095035264,0.0285286221073931,0.840403751728136,0.0316907812132282
0.891304347826087,0.85590471156085,0.5,0,0.606550647387094,0.0347043218117105,0.833048996914433,0.0318719692967183,0.844311704561368,0.0320330158420297,0.848784195611173,0.0262937194376172
0.877551020408163,0.853612490324529,0.5,0,0.615535448192039,0.033425965737438,0.84335864537094,0.024813070234264,0.852698396107801,0.0293969722537242,0.848815352671874,0.030123292681897
0.851063829787234,0.854152114129648,0.5,0,0.585645436833679,0.0351915373312714,0.839730139653372,0.0314292385834777,0.853915442859746,0.0304074878471766,0.858715331746661,0.0230503030099337
0.795918367346939,0.850750753585431,0.5,0,0.584518551173946,0.0233168000843065,0.856972680890482,0.017993521874088,0.866952052743543,0.0244103519426116,0.848718899018555,0.0314763008531781
0.836734693877551,0.84481646497637,0.5,0,0.611698387830981,0.0290573543003462,0.867910498881219,0.0248718570015339,0.877052378820027,0.0266879350611259,0.84859952943515,0.0272495206328823
0.918367346938776,0.861823267697458,0.5,0,0.613847655103294,0.0195651314228104,0.878008045675541,0.0194225295553072,0.886973106539061,0.0258405451386065,0.854539529933494,0.0305751258419446
0.938775510204082,0.869735128093791,0.5,0,0.641191683432548,0.0225396122625642,0.893601399501412,0.0209295159679096,0.902250528122293,0.0186013756852956,0.859171405083447,0.0233630901092798
0.938775510204082,0.879939209726444,0.5,0,0.659329628830425,0.0216308372974589,0.896678661031913,0.017996703888618,0.904056252602339,0.0246044286813423,0.854496241385497,0.03159971341855
0.918367346938776,0.891156462585034,0.5,0,0.687908403948427,0.0218712314196176,0.910326502724303,0.0161804407305604,0.916064697194086,0.0151382764985035,0.854754569458375,0.0234624168473982
0.979591836734694,0.921768707482993,0.5,0,0.691076283689385,0.0196747969668189,0.913279437336087,0.0186561237875548,0.919532140888496,0.0249085833650438,0.861113200588691,0.0296202936462678
0.897959183673469,0.931972789115646,0.5,0,0.701163282692876,0.0200671121560719,0.921215616394871,0.0188623707095942,0.925950077360173,0.0224991884552642,0.862245141345698,0.0270716490515682
0.938775510204082,0.935374149659864,0.5,0,0.696861184575143,0.0243373279846431,0.922369334629471,0.0162491053948251,0.92647436674452,0.022767085101102,0.858826052827328,0.0305099608261233
0.918367346938776,0.931972789115646,0.5,0,0.701730659804962,0.0159897994065518,0.926399628732365,0.0195383855851404,0.926621838934414,0.0249093339468942,0.855512812090665,0.0286872107046065
0.979166666666667,0.938704648526077,0.5,0,0.702340466195818,0.020916155009613,0.931572958693748,0.0125296649617818,0.934845585887207,0.0125058178038221,0.866917726060554,0.0239088624750703
0.895833333333333,0.934948979591837,0.5,0,0.704990187130545,0.0185206457273541,0.930269137551931,0.0221947192115017,0.930202375484311,0.0277842314344161,0.859102366153902,0.0298494403224823
0.938775510204082,0.928146258503401,0.5,0,0.705050664395357,0.0195949497710633,0.930794063392394,0.0146639280073295,0.930846003381334,0.0204775327955789,0.860430692383816,0.0272563616295541
0.938775510204082,0.934948979591837,0.5,0,0.703391736850453,0.0220410588722756,0.934549160378778,0.015047817192416,0.935369024072811,0.0143232882319709,0.865609256207828,0.0240158633421647
0.914893617021277,0.930968664061369,0.5,0,0.705588097473951,0.0221090933139571,0.935048043783215,0.0170586622114551,0.935407364394953,0.0238543557833402,0.867501798544534,0.0302964571436079
0.978260869565217,0.940950917832443,0.5,0,0.705221679839736,0.0163811540727625,0.937028746270621,0.0134802231872123,0.937501088869072,0.0197749373062868,0.867672116414456,0.0273774956084672
0.959183673469388,0.93762041896623,0.5,0,0.704394297464822,0.0218770973180642,0.932584586414204,0.0237128294999059,0.9309370563007,0.0275421002394931,0.865201611180979,0.0283694115348732
0.978723404255319,0.951435430786561,0.5,0,0.704936443400927,0.0163637038628245,0.935313877837702,0.0177710035673311,0.935420650995287,0.0185619415875665,0.874054611669964,0.02441234591435
0.916666666666667,0.947750623530325,0.5,0,0.702081112383253,0.0229350803250494,0.935796857363722,0.0177833494322266,0.935336095720732,0.0222875902902924,0.875566356184207,0.0271516907643654
0.938775510204082,0.947750623530325,0.5,0,0.695060459685196,0.0281401924167332,0.931939544341673,0.0226196316552907,0.929069786263377,0.0264742494757404,0.872945318047037,0.0283109117729495
0.916666666666667,0.948046131804556,0.5,0,0.694472741287871,0.0227423534571626,0.934325498417096,0.0130530826986658,0.931277450959299,0.0212255463680377,0.874432174314988,0.0296906205455846
0.918367346938776,0.938063878033483,0.5,0,0.67993889689717,0.0302619131923861,0.932175795297836,0.0172755108901566,0.928275657331645,0.0233005743932056,0.876893280172139,0.0281958990660311
0.979591836734694,0.941465238577701,0.5,0,0.672817221143362,0.0281088033348315,0.936943183528361,0.0154571300726598,0.934388481537269,0.015335998349719,0.880757162690038,0.023943156472334
0.914893617021277,0.93082694070536,0.5,0,0.64785779157564,0.0345183498255972,0.935289182690018,0.0154098215673121,0.929016120962208,0.0234603572433302,0.874318765485524,0.0294407672992721
0.958333333333333,0.937771385149805,0.5,0,0.643912105871156,0.0266085692241172,0.934297508241864,0.0166500063694476,0.927753208369041,0.0211894803469094,0.873693397842893,0.02738183261122
